DOI,Title,Authors,Corresponding Authors,Institution,Date,Version,Type,Category,Xml,Published
10.1101/395293,Glenohumeral Injection Using Anatomic Landmark Versus Sonographic Needle Guidance,"Moore, T. S.; Paffett, C. F.; Sibbitt, W. L.; Hayward, W. A.; Gibb, J. I.; Kettwich, S. D.; Fields, R. A.; Emil, N. S.; Fangtham, M.; Bankhurst, A. D.",Wilmer L Sibbitt,University of New Mexico Health Sciences Center,2018-08-21,1,new results,clinical trials,https://www.biorxiv.org/content/early/2018/08/21/395293.source.xml,NA
10.1101/395343,Prescription Opioid Analgesic Use and Mortality in Systemic Lupus Erythematosus,"Cabacungan, R. J.; Qualls, C. R.; Sibbitt, W. L.; Hayward, W. A.; Gibb, J. I.; Kettwich, S. D.; Fields, R. A.; Emil, N. S.; Fangtham, M.; Bankhurst, A. D.",Wilmer L Sibbitt,"University of New Mexico Health Sciences Center, Albuquerque, NM, USA",2018-08-21,1,new results,epidemiology,https://www.biorxiv.org/content/early/2018/08/21/395343.source.xml,NA
10.1101/396598,Macroevolutionary diversification rates show time-dependency,"Henao Diaz, L. F.; Harmon, L. J.; Sugawara, M. T. C.; Pennell, M. W.",Matthew W. Pennell,University of British Columbia,2018-08-21,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/21/396598.source.xml,10.1073/pnas.1818058116
10.1101/396556,Circadian control of lung inflammation in influenza infection,"Sengupta, S.; Tang, S. Y.; Devine, J.; Nayak, S.; Zhang, S.; Valenzuela, A.; Lopez, C. B.; Grant, G.; FitzGerald, G. A.",Shaon  Sengupta,University of Pennsylvania,2018-08-21,1,new results,immunology,https://www.biorxiv.org/content/early/2018/08/21/396556.source.xml,10.1038/s41467-019-11400-9
10.1101/392936,Human Subthalamic Nucleus Selectively Decreases its Response to the Go-Signal in a Motor Inhibition Context,"Marmor, O.; Rapple, P.; Valsky, D.; Bick, A.; Arkadir, D.; Linetzky, E.; Peled, O.; Tamir, I.; Bergman, H.; Israel, Z.; Eitan, R.",Odeya  Marmor,HUJI,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/392936.source.xml,NA
10.1101/395152,Genome-wide patterns of gene expression in a wild primate indicate species-specific mechanisms associated with tolerance to natural simian immunodeficiency virus infection,"Simons, N.; Eick, G. N.; Ruiz-Lopez, M. J.; Hyeroba, D.; Omeja, P. A.; Weny, G.; Chapman, C. A.; Goldberg, T. L.; Zheng, H.; Shankar, A.; Switzer, W. M.; Frost, S. D. W.; Jones, J. H.; Sterner, K. N.; Ting, N.",Nelson  Ting,University of Oregon,2018-08-21,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/21/395152.source.xml,10.1093/gbe/evz099
10.1101/396721,Centrosome Aurora A gradient ensures a single PAR-2 polarity axis by regulating RhoGEF ECT-2 localization in C. elegans embryos,"Kotak, S.; Kapoor, S.",Sachin  Kotak,Indian Institute of Science,2018-08-21,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/21/396721.source.xml,10.1242/dev.174565
10.1101/396739,Somatically Mutated Genes Under Positive and Negative Selection Found by Transcriptome Sequence Analysis Include Oncogene and Tumor Suppressor Candidates,"Drubin, C. W.; Ramu, A.; Rockweiler, N. B.; Conrad, D. F.",Donald F Conrad,"Department of Genetics, Washington University School of Medicine, St. Louis, Missouri 63110",2018-08-21,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/21/396739.source.xml,NA
10.1101/396994,All four double-stranded RNA binding domains of Staufen2 contribute to efficient mRNA recognition and transcript localization,"Heber, S.; Gaspar, I.; Tants, J.-N.; Günther, J.; Fernandez Moya, S. M.; Janowski, R.; Ephrussi, A.; Sattler, M.; Niessing, D.",Dierk  Niessing,"Institute of Pharmaceutical Biotechnology, Ulm University",2018-08-21,1,new results,biochemistry,https://www.biorxiv.org/content/early/2018/08/21/396994.source.xml,10.1038/s41467-019-09655-3
10.1101/397117,A large-scale systemic RNAi screen in the red flour beetle Tribolium castaneum identifies novel genes involved in arthropod muscle development,"Schultheis, D.; Weisskopf, M.; Schaub, C.; Ansari, S.; Dao, V.-A.; Grossmann, D.; Majumdar, U.; Din Muhammad, M. S.; Troelenberg, N.; Richter, T.; Schmitt-Engel, C.; Schwirz, J.; Ströhlein, N.; Teuscher, M.; Bucher, G.; Frasch, M.",Manfred  Frasch,"Division of Developmental Biology, Friedrich-Alexander University of Erlangen-Nürnberg",2018-08-21,1,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/21/397117.source.xml,10.1534/g3.118.200995
10.1101/397141,Positive human health effects of sea spray aerosols: molecular evidence from exposed lung cell lines.,"Asselman, J.; Van Acker, E.; De Rijcke, M.; Tilleman, L.; Van Nieuwerburgh, F.; Mees, J.; De Schamphelaere, K.; Janssen, C.",Jana  Asselman,Ghent University,2018-08-21,1,new results,pharmacology and toxicology,https://www.biorxiv.org/content/early/2018/08/21/397141.source.xml,10.1038/s41598-018-36866-3
10.1101/397141,Positive human health effects of sea spray aerosols: molecular evidence from exposed lung cell lines.,"Asselman, J.; Van Acker, E.; De Rijcke, M.; Tilleman, L.; Van Nieuwerburgh, F.; Mees, J.; De Schamphelaere, K.; Janssen, C.",Jana  Asselman,Ghent University,2018-08-23,2,new results,pharmacology and toxicology,https://www.biorxiv.org/content/early/2018/08/23/397141.source.xml,10.1038/s41598-018-36866-3
10.1101/397000,CryoEM structures of open dimers of Gyrase A in complex with DNA illuminate mechanism of strand passage,"Soczek, K. M.; Grant, T.; Rosenthal, P. B.; Mondragon, A.",Alfonso  Mondragon,Northwestern University,2018-08-21,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/21/397000.source.xml,10.7554/elife.41215
10.1101/396663,Large-Scale Annotation of Histopathology Images from Social Media,"Schaumberg, A. J.; Juarez, W.; Choudhury, S. J.; Pastrian, L. G.; Pritt, B. S.; Prieto Pozuelo, M.; Sotillo Sanchez, R.; Ho, K.; Zahra, N.; Sener, B. D.; Yip, S.; Xu, B.; Annavarapu, S. R.; Morini, A.; Jones, K. A.; Rosado-Orozco, K.; Sirintrapun, S. J.; Aly, M.; Fuchs, T. J.",Andrew J. Schaumberg,"Weill Cornell Graduate School of Medical Sciences, NY, USA",2018-08-21,1,new results,pathology,https://www.biorxiv.org/content/early/2018/08/21/396663.source.xml,10.1038/s41379-020-0540-1
10.1101/396838,Survival of selected lactic acid bacteria isolated from pineapple waste in refrigerated pineapple juices,"Wen Fang Wu, J.; Uribe, L.; WingChing-Jones, R.; Usaga, J.; Barboza, N.",Natalia  Barboza,Universidad de Costa Rica,2018-08-21,1,new results,bioengineering,https://www.biorxiv.org/content/early/2018/08/21/396838.source.xml,NA
10.1101/396606,Streptomyces volatile compounds influence exploration and microbial community dynamics by altering iron availability,"Jones, S. E.; Pham, C. A.; McKillip, J.; Zambri, M.; Carlson, E. E.; Elliot, M.",Marie  Elliot,McMaster University,2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396606.source.xml,10.1128/mbio.00171-19
10.1101/396820,Dynamin is required for efficient cytomegalovirus maturation and envelopment,"Hasan, M. H.; Davis, L.; Bollavarapu, R. K.; Mitra, D.; Parmar, R. C.; Tandon, R.",Ritesh  Tandon,University of Mississippi Medical Center,2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396820.source.xml,10.1128/jvi.01418-18
10.1101/396846,Screening of antimicrobial activity and polyketide synthase gene identification from the Actinomycetes isolates,"SRIVASTAV, A. V.",ASHU  Srivastav,INSTITUTE OF CHEMICAL TECHONOLOGY,2018-08-21,1,confirmatory results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396846.source.xml,10.4172/1948-5948.1000404
10.1101/397182,A better way to define and describe Morlet wavelets for time-frequency analysis,"Cohen, M. X.",Michael X Cohen,Radboud University,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/397182.source.xml,10.1016/j.neuroimage.2019.05.048
10.1101/397166,Marker-based watershed transform method for fully automatic mandibular segmentation from low-dose CBCT images,"Fan, Y.; Beare, R.; Matthews, H.; Schneider, P.; Kilpatrick, N.; Clement, J.; Claes, P.; Penington, A.; Adamson, C.",Christopher  Adamson,"Developmental Imaging, Murdoch Childrens Research Institute, Melbourne, Australia",2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/397166.source.xml,10.1259/dmfr.20180261
10.1101/397158,Long fragments achieve lower base quality in Illumina paired-end sequencing,"Tan, G.; Opitz, L.; Schlapbach, R.; Rehrauer, H.",Hubert  Rehrauer,University of Zurich,2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/397158.source.xml,10.1038/s41598-019-39076-7
10.1101/396655,Divine: Prioritizing Genes for Rare Mendelian Disease in Whole Exome Sequencing Data,"Hong, C.; Clemenceau, J. R.; Yeu, Y.; Hwang, T. H.",Tae Hyun  Hwang,Cleveland Clinic,2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/396655.source.xml,NA
10.1101/397042,Fast Batch Alignment of Single Cell Transcriptomes Unifies Multiple Mouse Cell Atlases into an Integrated Landscape,"Park, J.-E.; Polanski, K.; Meyer, K.; Teichmann, S. A.",Sarah A Teichmann,Welcome Sanger Institute,2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/397042.source.xml,10.1093/bioinformatics/btz625
10.1101/397042,Fast Batch Alignment of Single Cell Transcriptomes Unifies Multiple Mouse Cell Atlases into an Integrated Landscape,"Park, J.-E.; Polanski, K.; Meyer, K.; Teichmann, S. A.",Sarah A Teichmann,Welcome Sanger Institute,2018-08-22,2,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/22/397042.source.xml,10.1093/bioinformatics/btz625
10.1101/397091,ENIGMA: An Enterotype-Like Unigram Mixture Model for Microbial Association Analysis,"Abe, K.; Hirayama, M.; Ohno, K.; Shimamura, T.",Teppei  Shimamura,"Division of Systems Biology, Nagoya University Graduate School of Medicine",2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/397091.source.xml,10.1186/s12864-019-5476-9
10.1101/397273,A Multimodal Adaptive Super-Resolution and Confocal Microscope,"Valiya Peedikakkal, L.; Furley, A.; Cadby, A. J.",Ashley J Cadby,The University of Sheffield,2018-08-21,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/21/397273.source.xml,NA
10.1101/397273,A Multimodal Adaptive Super-Resolution and Confocal Microscope,"Valiya Peedikakkal, L.; Furley, A.; Cadby, A. J.",Ashley J Cadby,The University of Sheffield,2018-08-24,2,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/24/397273.source.xml,NA
10.1101/396911,Mitochondrial DNA and their nuclear copies in parasitic wasp Pteromalus puparum: A comparative analysis in Chalcidoidea,"Yan, Z.; Fang, Q.; Tian, Y.; Wang, F.; Chen, X.; Werren, J. H.; Ye, G.",Gongyin  Ye,Zhejiang University,2018-08-21,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/21/396911.source.xml,10.1016/j.ijbiomac.2018.10.039
10.1101/396804,A highly conserved complete accessory Escherichia coli type III secretion system 2 is widespread in bloodstream isolates of the ST69 lineage,"Evans, T. J.; Fox, S.; Goswami, C.; Holden, M. T.; Connolly, J. P.; Roe, A. J.; Connor, M.; Leanord, A.",Tom J  Evans,University of Glasgow,2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396804.source.xml,10.1038/s41598-020-61026-x
10.1101/396978,Pyrite formation from FeS and H2S is mediated by a novel type of microbial energy metabolism,"Thiel, J.; Byrne, J.; Kappler, A.; Schink, B.; Pester, M.",Michael  Pester,Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures,2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396978.source.xml,NA
10.1101/391888,The role of the fornix in human navigational learning,"Hodgetts, C. J.; Stefani, M.; Williams, A. N.; Kolarik, B. S.; Yonelinas, A. P.; Ekstrom, A. D.; Lawrence, A. D.; Zhang, J.; Graham, K. S.",Carl J Hodgetts,Cardiff University,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/391888.source.xml,10.1016/j.cortex.2019.10.017
10.1101/396986,Altered dendritic spine function and integration in a mouse model of Fragile X Syndrome,"Booker, S. A.; Domanski, A. P.; Dando, O. R.; Jackson, A. D.; Isaac, J. T.; Hardingham, G. E.; Wyllie, D. J.; Kind, P. C.",Peter C Kind,University of Edinburgh,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/396986.source.xml,10.1038/s41467-019-11891-6
10.1101/397224,Regional low-frequency oscillations in human rapid-eye movement sleep,"Bernardi, G.; Betta, M.; Ricciardi, E.; Pietrini, P.; Tononi, G.; Siclari, F.",Francesca  Siclari,Lausanne University Hospital,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/397224.source.xml,10.1523/JNEUROSCI.2298-18.2019
10.1101/397018,"Farmers perceptions on the causes of cassava root bitterness in konzo-affected areas of Mtwara Region, Tanzania","Imakumbili, M. L. E.; Semu, E.; Semoka, J. M. R.; Abass, A.; Mkamilo, G.",Matema L. E. Imakumbili,Sokoine University of Agriculture,2018-08-21,1,new results,pharmacology and toxicology,https://www.biorxiv.org/content/early/2018/08/21/397018.source.xml,10.1371/journal.pone.0215527
10.1101/397208,Mutual synchronization pattern as a complementary indicator of the short-term blood pressure - heart rate feedback regulation activity,"Pyko, N. S.; Pyko, S. A.; Markelov, O. A.; Mamontov, O. V.; Bogachev, M.",Mikhail  Bogachev,St. Petersburg Electrotechnical University,2018-08-21,1,new results,physiology,https://www.biorxiv.org/content/early/2018/08/21/397208.source.xml,NA
10.1101/396697,Systems therapeutics analyses identify genomic signatures defining responsiveness to allopurinol and combination therapy for lung cancer,"Tavassoly, I.; Hu, Y.; Zhao, S.; Mariottini, C.; Boran, A.; Chen, Y.; Li, L.; Tolentino, R. E.; Jayaraman, G.; Goldfarb, J.; Gallo, J.; Iyengar, R.",Ravi  Iyengar,Icahn School of Medicine at Mount Sinai,2018-08-21,1,new results,systems biology,https://www.biorxiv.org/content/early/2018/08/21/396697.source.xml,10.1002/1878-0261.12521
10.1101/397133,DocClustering: An implementation of the novel PS-Document Clustering algorithm,"Doerpinghaus, J.; Schaaf, S.; Jacobs, M.",Jens  Doerpinghaus,Fraunhofer Institute for Algorithms and Scientific Computing SCAI,2018-08-21,1,confirmatory results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/397133.source.xml,NA
10.1101/397034,Little variation in the morphology of the atria across 13 orders of birds,"Kroneman, J.; Faber, J.; Wolschrijn, C.; Christoffels, V.; Jensen, B.",Bjarke  Jensen,University of Amsterdam,2018-08-21,1,new results,evolutionary biology,https://www.biorxiv.org/content/early/2018/08/21/397034.source.xml,10.1002/jmor.20952
10.1101/396689,Defining the core essential genome of Pseudomonas aeruginosa,"Poulsen, B. E.; Yang, R.; Clatworthy, A. E.; White, T.; Osmulski, S. J.; Li, L.; Penaranda, C.; Shoresh, N.; Hung, D. T.",Deborah T Hung,Massachusetts General Hospital,2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396689.source.xml,10.1073/pnas.1900570116
10.1101/396812,Altered Bacteria-Fungi Inter-Kingdom Network in Gut of Ankylosing Spondylitis Patients,"li, M.; Dai, B.; Tang, Y.; Lei, L.; Li, N.; Liu, C.; Ge, T.; Zhang, L.; Xu, Y.; Hu, Y.; Li, P.; Zhang, Y.; Yuan, J.; Li, X.",Xia  Li,Dalian Medical University,2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/396812.source.xml,NA
10.1101/397216,"Senescent, dysfunctional human cardiac progenitor cells (CPCs) accumulate in the aged heart and elimination of senescent cells enhances CPC activation and cardiomyocyte proliferation in aged mice","Lewis-McDougall, F. C.; Ruchaya, P. J.; Domenjo-Vila, E.; Teoh, T. S.; Prata, L.; Cottle, B. J.; Clark, J. E.; Punjabi, P. P.; Awad, W.; Torella, D.; Tchkonia, T.; Kirkland, J. L.; Ellison-Hughes, G. M.",Georgina M Ellison-Hughes,Kings College London,2018-08-21,1,new results,physiology,https://www.biorxiv.org/content/early/2018/08/21/397216.source.xml,10.1111/acel.12931
10.1101/397315,Plug-and-Play Metabolic Transducers Expand the Chemical Detection Space of Cell-Free Biosensors,"Voyvodic, P. L.; Pandi, A.; Koch, M.; Faulon, J.-L.; Bonnet, J.",Jerome  Bonnet,"Centre de Biochimie Structurale, INSERM U1054, CNRS UMR5048, University of Montpellier",2018-08-21,1,new results,synthetic biology,https://www.biorxiv.org/content/early/2018/08/21/397315.source.xml,10.1038/s41467-019-09722-9
10.1101/396960,tmap: topological analysis of population-scale microbiome data,"Liao, T.; Wei, Y.; Luo, M.; Zhao, G.; Zhou, H.",Haokui  Zhou,Shenzhen Institutes of Advanced Technology,2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/396960.source.xml,NA
10.1101/396960,tmap: topological analysis of population-scale microbiome data,"Liao, T.; Wei, Y.; Luo, M.; Zhao, G.; Zhou, H.",Haokui  Zhou,Shenzhen Institutes of Advanced Technology,2018-08-22,2,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/22/396960.source.xml,NA
10.1101/385120,"Blood, sweat and tears: a review of non-invasive DNA sampling","Lefort, M.-C.; Cruickshank, R. H.; Descovich, K.; Adams, N. J.; Barun, A.; Emami-Khoyi, A.; Ridden, J.; Smith, V. R.; Sprague, R.; Waterhouse, B.; Boyer, S.",Stephane  Boyer,University of Tours,2018-08-21,1,new results,ecology,https://www.biorxiv.org/content/early/2018/08/21/385120.source.xml,10.24072/pcjournal.98
10.1101/397083,A comprehensive genomics solution for HIV surveillance and clinical monitoring in a global health setting,"Bonsall, D.; Golubchik, T.; de Cesare, M.; Limbada, M.; Kosloff, B.; MacIntyre-Cockett, G.; Hall, M.; Wymant, C.; Ansari, A.; Abeler-Dorner, L.; Schaap, A.; Brown, A.; Barnes, E.; Piwowar-Manning, E.; Wilson, E.; Emel, L.; Hayes, R.; Fidler, S.; Ayles, H.; Bowden, R.; Fraser, C.",David  Bonsall,"Big Data Institute, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom",2018-08-21,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/21/397083.source.xml,NA
10.1101/397083,A comprehensive genomics solution for HIV surveillance and clinical monitoring in a global health setting,"Bonsall, D.; Golubchik, T.; de Cesare, M.; Limbada, M.; Kosloff, B.; MacIntyre-Cockett, G.; Hall, M.; Wymant, C.; Ansari, A.; Abeler-Dorner, L.; Schaap, A.; Brown, A.; Barnes, E.; Piwowar-Manning, E.; Wilson, E.; Emel, L.; Hayes, R.; Fidler, S.; Ayles, H.; Bowden, R.; Fraser, C.",David  Bonsall,"Big Data Institute, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom",2018-08-23,2,new results,genomics,https://www.biorxiv.org/content/early/2018/08/23/397083.source.xml,NA
10.1101/397083,A comprehensive genomics solution for HIV surveillance and clinical monitoring in a global health setting,"Bonsall, D.; Golubchik, T.; de Cesare, M.; Limbada, M.; Kosloff, B.; MacIntyre-Cockett, G.; Hall, M.; Wymant, C.; Ansari, A.; Abeler-Dorner, L.; Schaap, A.; Brown, A.; Barnes, E.; Piwowar-Manning, E.; Wilson, E.; Emel, L.; Hayes, R.; Fidler, S.; Ayles, H.; Bowden, R.; Fraser, C.",David  Bonsall,"Big Data Institute, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom",2018-08-24,3,new results,genomics,https://www.biorxiv.org/content/early/2018/08/24/397083.source.xml,NA
10.1101/397083,A comprehensive genomics solution for HIV surveillance and clinical monitoring in a global health setting,"Bonsall, D.; Golubchik, T.; de Cesare, M.; Limbada, M.; Kosloff, B.; MacIntyre-Cockett, G.; Hall, M.; Wymant, C.; Ansari, A.; Abeler-Dorner, L.; Schaap, A.; Brown, A.; Barnes, E.; Piwowar-Manning, E.; Wilson, E.; Emel, L.; Hayes, R.; Fidler, S.; Ayles, H.; Bowden, R.; Fraser, C.",David  Bonsall,"Big Data Institute, Nuffield Department of Medicine, University of Oxford, Oxford, United Kingdom",2018-08-28,4,new results,genomics,https://www.biorxiv.org/content/early/2018/08/28/397083.source.xml,NA
10.1101/387233,Increased rates of genomic mutation in a biofilm co-culture model of P. aeruginosa and S. aureus,"Frapwell, C. J.; Howlin, R. P.; Soren, O.; McDonagh, B. T.; Duignan, C. M.; Allan, R. N.; Horswill, A. R.; Stoodley, P.; Hu, Y.; Coates, A. R.; Webb, J. S.",Jeremy S Webb,"Centre for Biological Sciences, University of Southampton, Southampton SO17 1BJ, UK",2018-08-21,1,new results,microbiology,https://www.biorxiv.org/content/early/2018/08/21/387233.source.xml,NA
10.1101/396903,A Latent Allocation Model for the Analysis of Microbial Composition and Disease,"Abe, K.; Hirayama, M.; Ohno, K.; Shimamura, T.",Teppei  Shimamura,"Division of Systems Biology, Nagoya University Graduate School of Medicine",2018-08-21,1,new results,bioinformatics,https://www.biorxiv.org/content/early/2018/08/21/396903.source.xml,10.1186/s12859-018-2530-6
10.1101/397174,Expected differences in diversity and rarity between communities containing sexually versus asexually reproducing taxa,"Herren, C.",Cristina  Herren,Harvard University,2018-08-21,1,new results,ecology,https://www.biorxiv.org/content/early/2018/08/21/397174.source.xml,NA
10.1101/397323,"A spike timing-dependent plasticity rule for single, clustered and distributed dendritic spines","Tazerart, S.; Mitchell, D. E.; Miranda-Rottmann, S.; Araya, R.",Roberto  Araya,University of Montreal,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/397323.source.xml,NA
10.1101/396887,Individual variation in longitudinal postnatal development of the primate brain,"Ball, G.; Seal, M. L.",Gareth  Ball,Murdoch Children's Research Institute,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/396887.source.xml,10.1007/s00429-019-01829-5
10.1101/396614,How to design an optimal sensor network for the unfolded protein response,"Stroberg, W.; Aktin, H.; Savir, Y.; Schnell, S.",Santiago  Schnell,University of Michigan Medical School,2018-08-21,1,new results,systems biology,https://www.biorxiv.org/content/early/2018/08/21/396614.source.xml,10.1091/mbc.e18-01-0060
10.1101/397455,"Starvation resistance is associated with developmentally specified changes in sleep, feeding and metabolic rate","Slocumb, M. E.; Kerbs, A.; Kayser, M. S.; Brown, E. B.; Szuperak, M.; Gibbs, A. G.; Keene, A.",Alex  Keene,Florida Atlantic University,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/397455.source.xml,10.1242/jeb.191049
10.1101/396788,Confidence in predicted position error explains saccadic decisions during pursuit,"Coutinho, J. D.; Lefevre, P.; Blohm, G.",Gunnar  Blohm,"Centre for Neuroscience Studies, Queen's University",2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/396788.source.xml,10.1152/jn.00492.2019
10.1101/397331,A Tumor Suppressor-Regulated Cell Cycle Derived Gene Signature Is Prognostic Of Recurrence Risk In Prostate Cancer,"Georgescu, C.; Corbin, J. M.; Thivibilliers, S.; Webb, Z. D.; Zhao, Y. D.; Koster, J.; Fung, K.-M.; Asch, A. S.; Wren, J. D.; Ruiz Echevarria, M. J.",Maria J  Ruiz Echevarria,Oklahoma University Health Sciences Center,2018-08-21,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/21/397331.source.xml,10.1186/s12885-019-5592-6
10.1101/397232,RNAi screen in Tribolium reveals involvement of F-BAR proteins in myoblast fusion and visceral muscle morphogenesis in arthropods,"Schultheis, D.; Schwirz, J.; Frasch, M.",Manfred  Frasch,"Division of Developmental Biology, Friedrich-Alexander University of Erlangen-Nürnberg",2018-08-21,1,new results,developmental biology,https://www.biorxiv.org/content/early/2018/08/21/397232.source.xml,10.1534/g3.118.200996
10.1101/396416,Metformin Intervention Prevents Cardiac Dysfunction in a Murine Model of Adult Congenital Heart Disease,"Costa, M. W.; Wilmanns, J. C.; Pandey, R.; Hon, O.; Chandran, A.; Schilling, J. M.; Wu, Q.; Cagnone, G.; Bais, P.; Phillip, V.; Kocalis, H.; Archer, S. K.; Pearson, J. T.; Ramialison, M.; Heineke, J.; Patel, H. H.; Rosenthal, N. A.; Furtado, M. B.",Mauro W. Costa,The Jackson Laboratory,2018-08-21,1,new results,genetics,https://www.biorxiv.org/content/early/2018/08/21/396416.source.xml,10.1016/j.molmet.2018.11.002
10.1101/395939,The neuronal basis of insect stereopsis,"Rosner, R.; von Hadeln, J.; Tarawneh, G.; Read, J.",Ronny  Rosner,Newcastle University,2018-08-21,1,new results,neuroscience,https://www.biorxiv.org/content/early/2018/08/21/395939.source.xml,10.1038/s41467-019-10721-z
10.1101/393264,"Seeing in the dark: Vectashield quenches Alexa Fluor 647 fluorescence, but does not hinder dSTORM imaging","Arsic, A.; Stajkovic, N.; Spiegel, R.; Nikic-Spiegel, I.",Ivana  Nikić-Spiegel,"Werner Reichardt Centre for Integrative Neuroscience, University of Tuebingen, Germany",2018-08-21,1,new results,biophysics,https://www.biorxiv.org/content/early/2018/08/21/393264.source.xml,10.1038/s41598-020-63418-5
10.1101/397448,"Cyclin D-Cdk4,6 drives cell cycle progression via the retinoblastoma protein’s C-terminal helix","Topacio, B. R.; Zatulovskiy, E.; Cristea, S.; Xie, S.; Tambo, C. S.; Rubin, S. M.; Sage, J.; Koivomägi, M.; Skotheim, J. M.",Jan M. Skotheim,Stanford University,2018-08-21,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/21/397448.source.xml,10.1016/j.molcel.2019.03.020
10.1101/397653,FACT and Ubp10 collaborate to modulate H2B deubiquitination and nucleosome dynamics,"Nune, M.; Morgan, M. T.; Connell, Z.; McCullough, L.; Jbara, M.; Sun, H.; Brik, A.; Formosa, T.; Wolberger, C.",Cynthia  Wolberger,Johns Hopkins University School of Medicine,2018-08-22,1,new results,biochemistry,https://www.biorxiv.org/content/early/2018/08/22/397653.source.xml,10.7554/elife.40988
10.1101/396622,Cancer archetypes co-opt and adapt the transcriptional programs of existing cellular states,"Baron, M.; Kim, I. S.; Moncada, R.; Yan, Y.; Campbell, N. R.; White, R. M.; Yanai, I.",Itai  Yanai,"Institute for Computational Medicine, NYU School of Medicine, New York, NY USA",2018-08-22,1,new results,cancer biology,https://www.biorxiv.org/content/early/2018/08/22/396622.source.xml,10.1016/j.cels.2020.08.018
10.1101/397471,A Multiplexed DNA FISH strategy for Assessing Genome Architecture in C. elegans,"Fields, B. D.; Nguyen, S. C.; Nir, G.; Kennedy, S.",Scott  Kennedy,Harvard Medical School,2018-08-22,1,new results,cell biology,https://www.biorxiv.org/content/early/2018/08/22/397471.source.xml,10.7554/elife.42823
10.1101/397620,Genome Scale Epigenetic Profiling Reveals Five Distinct Subtypes of Colorectal Cancer,"Fennell, L.; Dumenil, T.; Hartel, G.; Nones, K.; Bond, C.; Mckeone, D.; Bowdler, L.; Montgomery, G.; Wockner, L.; Klein, K.; Hoffmann, I.; Patch, A.-M.; Kazakoff, S.; Pearson, J.; Waddell, N.; Wirapati, P.; Lochhead, P.; Imamura, Y.; Ogino, S.; Shao, R.; Tejpar, S.; Leggett, B.; Whitehall, V.",Lochlan  Fennell,QIMR BERGHOFER,2018-08-22,1,new results,genomics,https://www.biorxiv.org/content/early/2018/08/22/397620.source.xml,10.1016/j.jcmgh.2019.04.002
